"","tourney_name","surface","player","seed","ace","df","svperc","firstwon","secondwon","tour","result"
"230","Us Open","Hard","Naomi Osaka","1",8,1,56.5217391304348,67.6923076923077,52,"WTA","win"
"231","Us Open","Hard","Ajla Tomljanovic",NA,2,5,57.1428571428571,64.5833333333333,30.5555555555556,"WTA","win"
"232","Us Open","Hard","Belinda Bencic","13",5,2,52.9411764705882,74.0740740740741,66.6666666666667,"WTA","win"
"233","Us Open","Hard","Aryna Sabalenka","9",8,13,66.9902912621359,66.6666666666667,41.1764705882353,"WTA","win"
"234","Us Open","Hard","Yulia Putintseva",NA,4,4,63.768115942029,56.8181818181818,32,"WTA","win"
"235","Us Open","Hard","Donna Vekic","23",4,6,47.7777777777778,74.4186046511628,40.4255319148936,"WTA","win"
"236","Us Open","Hard","Kiki Bertens","7",3,2,60,86.6666666666667,55,"WTA","win"
"237","Us Open","Hard","Simona Halep","4",1,2,68,50.9803921568627,58.3333333333333,"WTA","win"
"238","Us Open","Hard","Jelena Ostapenko",NA,3,12,62.3376623376623,68.75,27.5862068965517,"WTA","win"
"239","Us Open","Hard","Elise Mertens","25",3,1,68.0851063829787,71.875,66.6666666666667,"WTA","win"
"240","Us Open","Hard","Petra Kvitova","6",4,2,63.1578947368421,72.2222222222222,57.1428571428571,"WTA","win"
"241","Us Open","Hard","Elina Svitolina","5",2,0,62.2641509433962,63.6363636363636,55,"WTA","win"
"242","Us Open","Hard","Dayana Yastremska","32",3,3,53.4090909090909,57.4468085106383,58.5365853658537,"WTA","win"
"243","Us Open","Hard","Sofia Kenin","20",3,5,58.8235294117647,80,60.7142857142857,"WTA","win"
"244","Us Open","Hard","Johanna Konta","16",2,2,57.7464788732394,70.7317073170732,66.6666666666667,"WTA","win"
"245","Us Open","Hard","Ekaterina Alexandrova",NA,5,4,51.6129032258064,68.75,56.6666666666667,"WTA","win"
"246","Us Open","Hard","Karolina Pliskova","3",4,2,61.6438356164384,60,46.4285714285714,"WTA","win"
"247","Us Open","Hard","Su Wei Hsieh","29",1,4,71.5596330275229,50,35.4838709677419,"WTA","win"
"248","Us Open","Hard","Petra Martic","22",5,1,58.1081081081081,79.0697674418605,54.8387096774194,"WTA","win"
"249","Us Open","Hard","Anastasija Sevastova","12",3,1,68.5185185185185,67.5675675675676,58.8235294117647,"WTA","win"
"250","Us Open","Hard","Kristina Mladenovic",NA,3,7,57.9439252336449,64.5161290322581,37.7777777777778,"WTA","win"
"251","Us Open","Hard","Maria Sakkari","30",4,3,62.2222222222222,75,58.8235294117647,"WTA","win"
"252","Us Open","Hard","Ashleigh Barty","2",8,3,43.4782608695652,83.3333333333333,56.4102564102564,"WTA","win"
"253","Us Open","Hard","Naomi Osaka","1",2,3,46,82.6086956521739,59.2592592592593,"WTA","win"
"254","Us Open","Hard","Belinda Bencic","13",2,4,60,66.6666666666667,60.7142857142857,"WTA","win"
"255","Us Open","Hard","Yulia Putintseva",NA,1,0,60.3174603174603,63.1578947368421,52,"WTA","win"
"256","Us Open","Hard","Donna Vekic","23",2,3,50,71.4285714285714,51.4285714285714,"WTA","win"
"257","Us Open","Hard","Kiki Bertens","7",3,5,58.4615384615385,78.9473684210526,44.4444444444444,"WTA","win"
"258","Us Open","Hard","Jelena Ostapenko",NA,1,17,46.7391304347826,62.7906976744186,42.8571428571429,"WTA","win"
"259","Us Open","Hard","Elise Mertens","25",5,4,46.9387755102041,95.6521739130435,50,"WTA","win"
"260","Us Open","Hard","Elina Svitolina","5",3,2,60,66.6666666666667,53.8461538461538,"WTA","win"
"261","Us Open","Hard","Dayana Yastremska","32",4,4,58.9285714285714,72.7272727272727,47.8260869565217,"WTA","win"
"262","Us Open","Hard","Sofia Kenin","20",1,1,81.0344827586207,74.468085106383,45.4545454545455,"WTA","win"
"263","Us Open","Hard","Johanna Konta","16",3,2,65.7894736842105,72,69.2307692307692,"WTA","win"
"264","Us Open","Hard","Karolina Pliskova","3",9,1,67.4418604651163,89.6551724137931,57.1428571428571,"WTA","win"
"265","Us Open","Hard","Petra Martic","22",2,4,54.5454545454545,76.6666666666667,56,"WTA","win"
"266","Us Open","Hard","Anastasija Sevastova","12",3,3,54.5454545454545,71.4285714285714,48.5714285714286,"WTA","win"
"267","Us Open","Hard","Maria Sakkari","30",6,10,61.4678899082569,76.1194029850746,30.952380952381,"WTA","win"
"268","Us Open","Hard","Ashleigh Barty","2",8,2,54.4117647058824,78.3783783783784,51.6129032258064,"WTA","win"
"269","Us Open","Hard","Naomi Osaka","1",5,1,55.1020408163265,74.0740740740741,40.9090909090909,"WTA","win"
"270","Us Open","Hard","Belinda Bencic","13",NA,NA,NA,NA,NA,"WTA","win"
"271","Us Open","Hard","Donna Vekic","23",3,5,56.6037735849057,86.6666666666667,43.4782608695652,"WTA","win"
"272","Us Open","Hard","Elise Mertens","25",7,4,68.6274509803922,74.2857142857143,43.75,"WTA","win"
"273","Us Open","Hard","Elina Svitolina","5",4,4,57.1428571428571,78.5714285714286,57.1428571428571,"WTA","win"
"274","Us Open","Hard","Johanna Konta","16",4,0,62.5,88,80,"WTA","win"
"275","Us Open","Hard","Karolina Pliskova","3",10,6,57.03125,69.8630136986301,32.7272727272727,"WTA","win"
"276","Us Open","Hard","Petra Martic","22",3,2,68.1818181818182,66.6666666666667,57.1428571428571,"WTA","win"
"277","Us Open","Hard","Ashleigh Barty","2",11,2,46.2686567164179,77.4193548387097,55.5555555555556,"WTA","win"
"278","Us Open","Hard","Belinda Bencic","13",0,6,60.7142857142857,82.3529411764706,59.0909090909091,"WTA","win"
"279","Us Open","Hard","Donna Vekic","23",3,4,56.3025210084034,77.6119402985075,44.2307692307692,"WTA","win"
"280","Us Open","Hard","Elise Mertens","25",2,1,55.8139534883721,79.1666666666667,63.1578947368421,"WTA","win"
"281","Us Open","Hard","Elina Svitolina","5",1,2,69.6428571428571,92.3076923076923,47.0588235294118,"WTA","win"
"282","Us Open","Hard","Johanna Konta","16",5,0,69.2307692307692,68.0555555555556,50,"WTA","win"
"283","Us Open","Hard","Belinda Bencic","13",8,7,58.4615384615385,84.2105263157895,51.8518518518519,"WTA","win"
"284","Us Open","Hard","Elina Svitolina","5",4,0,56.5217391304348,61.5384615384615,60,"WTA","win"
"285","Auckland","Hard","Su Wei Hsieh","3",0,1,62.962962962963,70.5882352941177,45,"WTA","win"
"286","Auckland","Hard","Su Wei Hsieh","3",3,1,68.4931506849315,68,56.5217391304348,"WTA","win"
"287","Auckland","Hard","Su Wei Hsieh","3",0,2,75,61.9047619047619,78.5714285714286,"WTA","win"
"288","Auckland","Hard","Sofia Kenin",NA,6,0,65.5555555555556,66.1016949152542,51.6129032258064,"WTA","win"
"289","Shenzhen","Hard","Aryna Sabalenka","1",6,2,70.9302325581395,67.2131147540984,68,"WTA","win"
"290","Shenzhen","Hard","Aryna Sabalenka","1",6,2,70.5882352941177,83.3333333333333,46.6666666666667,"WTA","win"
"291","Shenzhen","Hard","Aryna Sabalenka","1",5,3,63.1578947368421,69.4444444444444,47.6190476190476,"WTA","win"
"292","Shenzhen","Hard","Aryna Sabalenka","1",5,3,54.7169811320755,62.0689655172414,62.5,"WTA","win"
"293","Shenzhen","Hard","Veronika Kudermetova",NA,2,2,56.4516129032258,68.5714285714286,48.1481481481481,"WTA","win"
"294","Shenzhen","Hard","Aryna Sabalenka","1",1,5,61.25,59.1836734693878,51.6129032258064,"WTA","win"
"295","Shenzhen","Hard","Ekaterina Alexandrova",NA,2,5,56.0606060606061,75.6756756756757,41.3793103448276,"WTA","win"
"296","Shenzhen","Hard","Veronika Kudermetova",NA,2,1,72.289156626506,65,52.1739130434783,"WTA","win"
"297","Hobart","Hard","Sofia Kenin",NA,2,0,85.7142857142857,60.4166666666667,75,"WTA","win"
"298","Hobart","Hard","Sofia Kenin",NA,0,3,76.6666666666667,71.7391304347826,42.8571428571429,"WTA","win"
"299","Hobart","Hard","Sofia Kenin",NA,2,3,68.5714285714286,75,45.4545454545455,"WTA","win"
"300","Hobart","Hard","Belinda Bencic",NA,6,5,67.6470588235294,67.3913043478261,40.9090909090909,"WTA","win"
"301","Hobart","Hard","Sofia Kenin",NA,0,4,78.75,55.5555555555556,70.5882352941177,"WTA","win"
"302","Hobart","Hard","Dayana Yastremska",NA,4,1,73.469387755102,77.7777777777778,69.2307692307692,"WTA","win"
"303","Hobart","Hard","Belinda Bencic",NA,5,3,64.2857142857143,69.4444444444444,50,"WTA","win"
"304","Hobart","Hard","Sofia Kenin",NA,2,1,74.5454545454545,75.609756097561,57.1428571428571,"WTA","win"
"305","Hobart","Hard","Dayana Yastremska",NA,2,1,66.6666666666667,71.875,62.5,"WTA","win"
"306","Hobart","Hard","Belinda Bencic",NA,2,11,64.8,61.7283950617284,40.9090909090909,"WTA","win"
"307","Hua Hin","Hard","Dayana Yastremska","8",4,13,54.0816326530612,62.2641509433962,37.7777777777778,"WTA","win"
"308","Hua Hin","Hard","Dayana Yastremska","8",3,4,59.0163934426229,72.2222222222222,64,"WTA","win"
"309","Hua Hin","Hard","Ajla Tomljanovic","6",6,4,61.5384615384615,87.5,35,"WTA","win"
"310","Hua Hin","Hard","Dayana Yastremska","8",2,7,55.421686746988,69.5652173913043,48.6486486486486,"WTA","win"
"311","Hua Hin","Hard","Ajla Tomljanovic","6",3,3,66.0714285714286,64.8648648648649,42.1052631578947,"WTA","win"
"312","Hua Hin","Hard","Dayana Yastremska","8",6,5,40,83.3333333333333,58.3333333333333,"WTA","win"
"313","Hua Hin","Hard","Ajla Tomljanovic","6",3,4,51.5151515151515,76.4705882352941,40.625,"WTA","win"
"314","Hua Hin","Hard","Saisai Zheng","4",1,2,69.811320754717,59.4594594594595,37.5,"WTA","win"
"315","Hua Hin","Hard","Dayana Yastremska","8",3,4,45.6521739130435,80.9523809523809,68,"WTA","win"
"316","Hua Hin","Hard","Ajla Tomljanovic","6",3,7,45.3125,68.9655172413793,54.2857142857143,"WTA","win"
"317","Hua Hin","Hard","Saisai Zheng","4",5,2,59.375,66.6666666666667,48.7179487179487,"WTA","win"
"318","Budapest","Hard","Ekaterina Alexandrova","5",3,2,63.265306122449,64.5161290322581,72.2222222222222,"WTA","win"
"319","Budapest","Hard","Ekaterina Alexandrova","5",5,2,61.4035087719298,60,63.6363636363636,"WTA","win"
"320","Budapest","Hard","Ekaterina Alexandrova","5",9,7,54.1176470588235,76.0869565217391,51.2820512820513,"WTA","win"
"321","Acapulco","Hard","Sofia Kenin","5",1,8,65.5913978494624,67.2131147540984,53.125,"WTA","win"
"322","Acapulco","Hard","Donna Vekic","3",5,2,58.7301587301587,59.4594594594595,53.8461538461538,"WTA","win"
"323","Acapulco","Hard","Sofia Kenin","5",2,13,55.6701030927835,62.962962962963,41.8604651162791,"WTA","win"
"324","Acapulco","Hard","Donna Vekic","3",3,7,61.1111111111111,63.6363636363636,35.7142857142857,"WTA","win"
"325","Acapulco","Hard","Johanna Konta","8",4,0,62.7450980392157,71.875,57.8947368421053,"WTA","win"
"326","Acapulco","Hard","Saisai Zheng","7",3,2,59.5505617977528,71.6981132075472,52.7777777777778,"WTA","win"
"327","Acapulco","Hard","Sofia Kenin","5",2,4,66.0377358490566,80,38.8888888888889,"WTA","win"
"328","Acapulco","Hard","Donna Vekic","3",4,2,52.6315789473684,85,61.1111111111111,"WTA","win"
"329","Acapulco","Hard","Johanna Konta","8",4,0,81.25,82.0512820512821,66.6666666666667,"WTA","win"
"330","Acapulco","Hard","Saisai Zheng","7",1,2,59.7701149425287,55.7692307692308,60,"WTA","win"
"331","Acapulco","Hard","Sofia Kenin","5",0,2,60,55.5555555555556,0,"WTA","win"
"332","Monterrey","Hard","Kristina Mladenovic","7",6,1,61.2244897959184,76.6666666666667,57.8947368421053,"WTA","win"
"333","Monterrey","Hard","Kristina Mladenovic","7",4,6,53.6082474226804,67.3076923076923,48.8888888888889,"WTA","win"
"334","Lugano","Clay","Veronika Kudermetova",NA,3,3,62.6373626373626,75.4385964912281,35.2941176470588,"WTA","win"
"335","Lugano","Clay","Veronika Kudermetova",NA,2,4,54.1666666666667,59.6153846153846,52.2727272727273,"WTA","win"
"336","Istanbul","Clay","Petra Martic","6",1,1,70.5128205128205,52.7272727272727,52.1739130434783,"WTA","win"
"337","Istanbul","Clay","Petra Martic","6",0,1,68,64.7058823529412,50,"WTA","win"
"338","Istanbul","Clay","Petra Martic","6",1,5,74.7967479674797,56.5217391304348,38.7096774193548,"WTA","win"
"339","Istanbul","Clay","Petra Martic","6",0,5,59.7701149425287,59.6153846153846,51.4285714285714,"WTA","win"
"340","Istanbul","Clay","Kristina Mladenovic",NA,4,2,50.9803921568627,73.0769230769231,52,"WTA","win"
"341","Istanbul","Clay","Veronika Kudermetova",NA,1,2,37.8787878787879,52,51.219512195122,"WTA","win"
"342","Istanbul","Clay","Petra Martic","6",0,3,56.5789473684211,60.4651162790698,51.5151515151515,"WTA","win"
"343","Istanbul","Clay","Kristina Mladenovic",NA,4,7,50.6666666666667,73.6842105263158,27.027027027027,"WTA","win"
"344","Istanbul","Clay","Veronika Kudermetova",NA,1,2,55.5555555555556,60,53.5714285714286,"WTA","win"
"345","Rabat","Clay","Maria Sakkari","6",8,2,64.7058823529412,70.4545454545455,62.5,"WTA","win"
"346","Rabat","Clay","Maria Sakkari","6",2,3,47.6190476190476,66.6666666666667,51.5151515151515,"WTA","win"
"347","Rabat","Clay","Johanna Konta","7",5,2,62.7118644067797,81.0810810810811,54.5454545454545,"WTA","win"
"348","Rabat","Clay","Maria Sakkari","6",5,5,57.6923076923077,62.2222222222222,48.4848484848485,"WTA","win"
"349","Rabat","Clay","Ajla Tomljanovic","4",1,1,51.7857142857143,65.5172413793103,40.7407407407407,"WTA","win"
"350","Rabat","Clay","Johanna Konta","7",2,5,61.1111111111111,69.0909090909091,51.4285714285714,"WTA","win"
"351","Rabat","Clay","Elise Mertens","1",1,6,55.5555555555556,70,41.6666666666667,"WTA","win"
"352","Rabat","Clay","Maria Sakkari","6",2,2,66.1971830985916,61.7021276595745,75,"WTA","win"
"353","Rabat","Clay","Ajla Tomljanovic","4",3,4,58.1081081081081,74.4186046511628,32.258064516129,"WTA","win"
"354","Rabat","Clay","Johanna Konta","7",5,0,65.8823529411765,66.0714285714286,55.1724137931034,"WTA","win"
"355","Rabat","Clay","Su Wei Hsieh","2",0,1,72.6495726495726,67.0588235294118,34.375,"WTA","win"
"356","Rabat","Clay","Elise Mertens","1",3,1,52.3809523809524,77.2727272727273,70,"WTA","win"
"357","Rabat","Clay","Maria Sakkari","6",3,2,60.9756097560976,68,50,"WTA","win"
"358","Rabat","Clay","Ajla Tomljanovic","4",6,3,66.1971830985916,63.8297872340426,54.1666666666667,"WTA","win"
"359","Rabat","Clay","Johanna Konta","7",3,5,57.4074074074074,61.2903225806452,43.4782608695652,"WTA","win"
"360","Rabat","Clay","Su Wei Hsieh","2",0,3,60.5633802816901,74.4186046511628,42.8571428571429,"WTA","win"
"361","Nurnberg","Clay","Yulia Putintseva","1",1,1,63.855421686747,60.377358490566,63.3333333333333,"WTA","win"
"362","Nurnberg","Clay","Yulia Putintseva","1",2,0,73.5294117647059,66,72.2222222222222,"WTA","win"
"363","Nurnberg","Clay","Yulia Putintseva","1",2,0,71.7948717948718,69.0476190476191,60.6060606060606,"WTA","win"
"364","Nurnberg","Clay","Yulia Putintseva","1",2,2,67.1052631578947,70.5882352941177,40,"WTA","win"
"365","Nurnberg","Clay","Veronika Kudermetova",NA,7,0,61.9047619047619,84.6153846153846,56.25,"WTA","win"
"366","Nurnberg","Clay","Yulia Putintseva","1",0,2,69.5652173913043,71.875,42.8571428571429,"WTA","win"
"367","Nurnberg","Clay","Ekaterina Alexandrova","5",2,5,64.8148148148148,68.5714285714286,21.0526315789474,"WTA","win"
"368","Nurnberg","Clay","Veronika Kudermetova",NA,9,6,55.4455445544554,67.8571428571429,42.2222222222222,"WTA","win"
"369","Nurnberg","Clay","Ajla Tomljanovic","3",5,2,48.2758620689655,67.8571428571429,56.6666666666667,"WTA","win"
"370","Strasbourg","Clay","Dayana Yastremska","6",5,10,58.9285714285714,57.5757575757576,58.695652173913,"WTA","win"
"371","Strasbourg","Clay","Caroline Garcia","4",11,3,77.1929824561404,79.5454545454545,61.5384615384615,"WTA","win"
"372","Strasbourg","Clay","Dayana Yastremska","6",2,2,64.1791044776119,72.0930232558139,50,"WTA","win"
"373","Strasbourg","Clay","Caroline Garcia","4",4,2,57.6470588235294,71.4285714285714,50,"WTA","win"
"374","Strasbourg","Clay","Dayana Yastremska","6",8,7,58.4905660377358,74.1935483870968,45.4545454545455,"WTA","win"
"375","Strasbourg","Clay","Aryna Sabalenka","2",9,5,76.1194029850746,68.6274509803922,37.5,"WTA","win"
"376","Strasbourg","Clay","Caroline Garcia","4",6,1,76.271186440678,66.6666666666667,64.2857142857143,"WTA","win"
"377","Strasbourg","Clay","Dayana Yastremska","6",5,2,68.4210526315789,80.7692307692308,66.6666666666667,"WTA","win"
"378","Strasbourg","Clay","Aryna Sabalenka","2",0,6,67.741935483871,64.2857142857143,50,"WTA","win"
"379","Strasbourg","Clay","Caroline Garcia","4",5,1,61.3636363636364,64.8148148148148,58.8235294117647,"WTA","win"
"380","Strasbourg","Clay","Saisai Zheng","7",0,3,69.1358024691358,55.3571428571429,64,"WTA","win"
"381","Strasbourg","Clay","Dayana Yastremska","6",0,2,69.0909090909091,68.4210526315789,58.8235294117647,"WTA","win"
"382","Strasbourg","Clay","Aryna Sabalenka","2",4,1,72.972972972973,77.7777777777778,50,"WTA","win"
"383","Nottingham","Grass","Caroline Garcia","1",7,1,61.6071428571429,66.6666666666667,48.8372093023256,"WTA","win"
"384","Nottingham","Grass","Caroline Garcia","1",5,5,65.9574468085106,70.9677419354839,53.125,"WTA","win"
"385","Nottingham","Grass","Donna Vekic","2",5,3,57.1428571428571,72.9166666666667,52.7777777777778,"WTA","win"
"386","Nottingham","Grass","Caroline Garcia","1",10,3,67.7777777777778,72.1311475409836,68.9655172413793,"WTA","win"
"387","Nottingham","Grass","Donna Vekic","2",2,2,60.9375,71.7948717948718,52,"WTA","win"
"388","Nottingham","Grass","Caroline Garcia","1",5,0,82.5,81.8181818181818,71.4285714285714,"WTA","win"
"389","Nottingham","Grass","Maria Sakkari","4",7,3,55.7377049180328,70.5882352941177,62.962962962963,"WTA","win"
"390","Nottingham","Grass","Ajla Tomljanovic","6",11,2,58.0246913580247,85.1063829787234,44.1176470588235,"WTA","win"
"391","Nottingham","Grass","Kristina Mladenovic","8",4,3,55.1724137931034,81.25,42.3076923076923,"WTA","win"
"392","Nottingham","Grass","Donna Vekic","2",4,2,82.5,81.8181818181818,42.8571428571429,"WTA","win"
"393","Nottingham","Grass","Caroline Garcia","1",6,0,72.7272727272727,75,75,"WTA","win"
"394","Nottingham","Grass","Maria Sakkari","4",7,6,49.2957746478873,74.2857142857143,58.3333333333333,"WTA","win"
"395","Nottingham","Grass","Ajla Tomljanovic","6",8,5,54.3478260869565,80,61.9047619047619,"WTA","win"
"396","Nottingham","Grass","Kristina Mladenovic","8",1,4,66.6666666666667,71.0526315789474,52.6315789473684,"WTA","win"
"397","Nottingham","Grass","Donna Vekic","2",2,4,57.5,71.7391304347826,41.1764705882353,"WTA","win"
"398","S-Hertogenbosch","Grass","Kiki Bertens","1",5,5,62.7118644067797,67.5675675675676,54.5454545454545,"WTA","win"
"399","S-Hertogenbosch","Grass","Kiki Bertens","1",6,2,61.1111111111111,81.8181818181818,57.1428571428571,"WTA","win"
"400","S-Hertogenbosch","Grass","Veronika Kudermetova",NA,6,2,60.6741573033708,75.9259259259259,51.4285714285714,"WTA","win"
"401","S-Hertogenbosch","Grass","Kiki Bertens","1",5,8,56.5217391304348,74.3589743589744,40,"WTA","win"
"402","S-Hertogenbosch","Grass","Ekaterina Alexandrova",NA,9,4,60.7142857142857,76.4705882352941,45.4545454545455,"WTA","win"
"403","S-Hertogenbosch","Grass","Veronika Kudermetova",NA,5,1,55.8139534883721,87.5,63.1578947368421,"WTA","win"
"404","S-Hertogenbosch","Grass","Kiki Bertens","1",7,3,66,81.8181818181818,35.2941176470588,"WTA","win"
"405","S-Hertogenbosch","Grass","Ekaterina Alexandrova",NA,3,4,52.8301886792453,78.5714285714286,44,"WTA","win"
"406","S-Hertogenbosch","Grass","Veronika Kudermetova",NA,4,1,72.9166666666667,65.7142857142857,46.1538461538462,"WTA","win"
"407","Mallorca","Grass","Sofia Kenin","7",6,3,67.5438596491228,64.9350649350649,54.0540540540541,"WTA","win"
"408","Mallorca","Grass","Belinda Bencic","3",7,7,66.6666666666667,74.2424242424242,45.4545454545455,"WTA","win"
"409","Mallorca","Grass","Sofia Kenin","7",2,2,62.3529411764706,69.811320754717,53.125,"WTA","win"
"410","Mallorca","Grass","Belinda Bencic","3",4,2,66.6666666666667,61.7647058823529,52.9411764705882,"WTA","win"
"411","Mallorca","Grass","Sofia Kenin","7",0,2,60.7594936708861,62.5,45.1612903225806,"WTA","win"
"412","Mallorca","Grass","Anastasija Sevastova","2",2,2,50,73.0769230769231,61.5384615384615,"WTA","win"
"413","Mallorca","Grass","Caroline Garcia","6",5,1,60,80.3921568627451,47.0588235294118,"WTA","win"
"414","Mallorca","Grass","Belinda Bencic","3",9,4,57.8947368421053,72.7272727272727,40.625,"WTA","win"
"415","Mallorca","Grass","Sofia Kenin","7",0,1,76.9230769230769,85,50,"WTA","win"
"416","Mallorca","Grass","Elise Mertens","4",2,7,65.3846153846154,79.4117647058823,50,"WTA","win"
"417","Mallorca","Grass","Anastasija Sevastova","2",2,1,57.1428571428571,80,80,"WTA","win"
"418","Mallorca","Grass","Caroline Garcia","6",9,2,63.0952380952381,64.1509433962264,48.3870967741936,"WTA","win"
"419","Mallorca","Grass","Belinda Bencic","3",4,2,57.3333333333333,74.4186046511628,37.5,"WTA","win"
"420","Mallorca","Grass","Sofia Kenin","7",0,2,66.0714285714286,59.4594594594595,78.9473684210526,"WTA","win"
"421","Mallorca","Grass","Elise Mertens","4",1,6,47.0588235294118,70.8333333333333,51.8518518518519,"WTA","win"
"422","Mallorca","Grass","Ajla Tomljanovic",NA,10,5,66.6666666666667,81.8181818181818,36.3636363636364,"WTA","win"
"423","Mallorca","Grass","Anastasija Sevastova","2",0,2,52.0547945205479,65.7894736842105,48.5714285714286,"WTA","win"
"424","Bucharest","Clay","Anastasija Sevastova","1",6,3,55.5555555555556,66.6666666666667,41.6666666666667,"WTA","win"
"425","Bucharest","Clay","Veronika Kudermetova","3",2,4,53.448275862069,80.6451612903226,48.1481481481481,"WTA","win"
"426","Lausanne","Clay","Caroline Garcia","2",3,0,65.3846153846154,85.2941176470588,50,"WTA","win"
"427","Jurmala","Clay","Anastasija Sevastova","1",4,0,58.0645161290323,62.962962962963,48.7179487179487,"WTA","win"
"428","Jurmala","Clay","Anastasija Sevastova","1",2,3,53.8461538461538,75,54.1666666666667,"WTA","win"
"429","Jurmala","Clay","Anastasija Sevastova","1",2,3,60,56.8627450980392,50,"WTA","win"
"430","Jurmala","Clay","Anastasija Sevastova","1",2,0,60.4166666666667,63.7931034482759,52.6315789473684,"WTA","win"
"431","Jurmala","Clay","Anastasija Sevastova","1",2,0,57.1428571428571,85,73.3333333333333,"WTA","win"
"432","Jurmala","Clay","Caroline Garcia","2",10,4,56.8965517241379,78.7878787878788,62,"WTA","win"
"433","Palermo","Clay","Kiki Bertens","1",3,1,49.2537313432836,63.6363636363636,61.7647058823529,"WTA","win"
"434","Palermo","Clay","Kiki Bertens","1",7,4,52.1739130434783,72.2222222222222,51.5151515151515,"WTA","win"
"435","Palermo","Clay","Kiki Bertens","1",4,4,54.9019607843137,67.8571428571429,52.1739130434783,"WTA","win"
"436","Palermo","Clay","Kiki Bertens","1",4,5,48.6486486486486,72.2222222222222,63.1578947368421,"WTA","win"
"437","Washington","Hard","Su Wei Hsieh","4",0,3,57.6271186440678,51.4705882352941,42,"WTA","win"
"438","Washington","Hard","Kristina Mladenovic",NA,6,11,54.5454545454545,72.9166666666667,57.5,"WTA","win"
"439","Washington","Hard","Su Wei Hsieh","4",0,8,57.6923076923077,83.3333333333333,40.9090909090909,"WTA","win"
"440","Washington","Hard","Sofia Kenin","3",4,4,58,62.0689655172414,57.1428571428571,"WTA","win"
"441","Washington","Hard","Kristina Mladenovic",NA,8,4,55.1724137931034,65.625,50,"WTA","win"
"442","Hiroshima","Hard","Veronika Kudermetova","2",7,2,57.6470588235294,79.5918367346939,58.3333333333333,"WTA","win"
"443","Hiroshima","Hard","Su Wei Hsieh","1",0,6,64.8148148148148,61.4285714285714,36.8421052631579,"WTA","win"
"444","Hiroshima","Hard","Veronika Kudermetova","2",7,3,66.6666666666667,67.3913043478261,43.4782608695652,"WTA","win"
"445","Hiroshima","Hard","Su Wei Hsieh","1",2,2,56.0975609756098,63.0434782608696,47.2222222222222,"WTA","win"
"446","Hiroshima","Hard","Veronika Kudermetova","2",3,2,54.2372881355932,65.625,59.2592592592593,"WTA","win"
"447","Guangzhou","Hard","Sofia Kenin","3",4,5,55.7692307692308,74.1379310344828,50,"WTA","win"
"448","Guangzhou","Hard","Sofia Kenin","3",3,9,59.7938144329897,72.4137931034483,41.025641025641,"WTA","win"
"449","Guangzhou","Hard","Sofia Kenin","3",6,6,65.5737704918033,82.5,33.3333333333333,"WTA","win"
"450","Guangzhou","Hard","Sofia Kenin","3",2,3,63.265306122449,70.9677419354839,50,"WTA","win"
"451","Guangzhou","Hard","Elina Svitolina","1",7,7,54.3859649122807,80.6451612903226,42.3076923076923,"WTA","win"
"452","Guangzhou","Hard","Sofia Kenin","3",2,3,72.8813559322034,67.4418604651163,56.25,"WTA","win"
"453","Guangzhou","Hard","Saisai Zheng","6",9,3,61.8556701030928,68.3333333333333,54.0540540540541,"WTA","win"
"454","Osaka","Hard","Naomi Osaka","1",4,0,47.6190476190476,100,72.7272727272727,"WTA","win"
"455","Osaka","Hard","Naomi Osaka","1",6,2,63.0434782608696,82.7586206896552,47.0588235294118,"WTA","win"
"456","Osaka","Hard","Naomi Osaka","1",6,2,48.3870967741936,63.3333333333333,56.25,"WTA","win"
"457","Osaka","Hard","Elise Mertens","9",2,0,63.0434782608696,65.5172413793103,76.4705882352941,"WTA","win"
"458","Osaka","Hard","Naomi Osaka","1",13,6,43.5294117647059,72.972972972973,47.9166666666667,"WTA","win"
"459","Osaka","Hard","Yulia Putintseva",NA,1,3,46.6666666666667,76.1904761904762,58.3333333333333,"WTA","win"
"460","Osaka","Hard","Elise Mertens","9",2,6,62.9213483146067,57.1428571428571,42.4242424242424,"WTA","win"
"461","Osaka","Hard","Yulia Putintseva",NA,0,3,68.75,68.1818181818182,45,"WTA","win"
"462","Osaka","Hard","Su Wei Hsieh",NA,1,8,58.8235294117647,55,54.7619047619048,"WTA","win"
"463","Osaka","Hard","Elise Mertens","9",2,4,57.4468085106383,92.5925925925926,55,"WTA","win"
"464","Osaka","Hard","Donna Vekic","7",8,10,51.25,78.0487804878049,46.1538461538462,"WTA","win"
"465","Seoul","Hard","Ekaterina Alexandrova","2",22,5,56.6666666666667,84.3137254901961,48.7179487179487,"WTA","win"
"466","Seoul","Hard","Ekaterina Alexandrova","2",5,6,60.2739726027397,86.3636363636364,55.1724137931034,"WTA","win"
"467","Seoul","Hard","Ajla Tomljanovic","5",2,4,57.7777777777778,65.3846153846154,63.1578947368421,"WTA","win"
"468","Seoul","Hard","Ekaterina Alexandrova","2",9,8,53.8461538461538,77.1428571428571,46.6666666666667,"WTA","win"
"469","Linz","Hard","Jelena Ostapenko",NA,2,7,54.1666666666667,59.6153846153846,50,"WTA","win"
"470","Linz","Hard","Ekaterina Alexandrova","8",3,4,50,76,64,"WTA","win"
